tourney,year,location,lng,lat,surface,money
Tokyo,2009,Tokyo,145.02823855,28.16176585,Hard,1311325
Beijing,2009,Beijing,116.46901809999999,40.25178685,Hard,2504035
ATP Masters 1000 Shanghai,2009,"Shanghai, China",121.55197655,31.2741548,Hard,3862449
Stockholm,2009,Stockholm,17.982052499999998,59.32614194999999,Hard,454261
Moscow,2009,Moscow,37.3855235,55.58202595,Hard,1192114
Lyon,2009,Lyon,4.83512095,45.7579555,Hard,492116
Vienna,2009,Vienna,16.38005995,48.2206849,Hard,427741
Basel,2009,Basel,7.59445995,47.55459664999999,Hard,1047965
ATP Masters 1000 Paris,2009,Paris,2.3470598999999996,48.85885895,Hard,1905586
Brisbane,2010,Brisbane,152.99319645,-27.3821429,Hard,432683
Doha,2010,Doha,51.51199665,25.284009100000002,Hard,1189442
Chennai,2010,Chennai,80.20901175,13.04752545,Hard,462593
Sydney,2010,Sydney,150.93197475,-33.84824395,Hard,432683
Australian Open,2010,Melbourne,145.0531353,-37.9725665,Hard,13949684
Johannesburg,2010,Johannesburg,28.04002455,-26.1715215,Hard,513992
Zagreb,2010,Zagreb,15.96433155,45.84019595,Hard,348837
Santiago,2010,Santiago,-70.62983129999999,-33.47278795,Clay,462593
Rotterdam,2010,Rotterdam,4.490406299999999,51.92797225,Hard,1007314
San Jose,2010,San Jose,-121.81741295,37.2968617,Hard,616791
Marseille,2010,"Marseille, France",5.38049645,43.28039055,Hard,449131
Buenos Aires,2010,Buenos Aires,-58.43329845,-34.615823750000004,Clay,552092
Acapulco,2010,"Acapulco, Mexico",-99.86230859999999,16.835460400000002,Clay,1109294
Dubai,2010,"Dubai, United Arab Emirates",55.22774679999999,25.0753483,Hard,1881154
ATP Masters 1000 Indian Wells,2010,Indian Wells,-116.33434945,33.70741405,Hard,4233903
ATP Masters 1000 Miami,2010,Miami,-80.22945845,25.7824075,Hard,4233903
Casablanca,2010,Casablanca,-7.586992499999999,33.5722875,Clay,348837
Houston,2010,"Houston, United States",-95.40129145,29.81717795,Clay,513992
ATP Masters 1000 Monte Carlo,2010,Monte Carlo,7.42597045,43.741053,Clay,1951124
Barcelona,2010,Barcelona,2.14876785,41.39479005,Clay,1357684
ATP Masters 1000 Rome,2010,Rome,12.5359979,41.9100711,Clay,1951124
Munich,2010,"Munich, Germany",11.54183575,48.15491075,Clay,348837
Estoril,2010,Estoril,-9.3897931,38.70971665,Clay,348837
Belgrade,2010,Belgrade,20.422597,44.81524535,Clay,326895
ATP Masters 1000 Madrid,2010,"Madrid, Spain",-3.67953665,40.437954299999994,Clay,2483248
Nice,2010,"Nice, France",7.252817049999999,43.70319045,Clay,348837
World Team Championship,2010,Dusseldorf,6.814350200000001,51.23845475,Clay,656944
Roland Garros,2010,"Paris, France",2.3470598999999996,48.85885895,Clay,6640215
Halle,2010,"Halle, Germany",11.97237305,51.47288260000001,Grass,581395
London - Queen's Club,2010,"London, Great Britain",-0.10159865,51.52864165,Grass,549818
s-Hertogenbosch,2010,"s-Hertogenbosch, Netherlands",5.318178400000001,51.7148187,Grass,348837
Eastbourne,2010,"Eastbourne, Great Britain",0.28831695,50.7822508,Grass,354750
Wimbledon,2010,"London, Great Britain",-0.10159865,51.52864165,Grass,4643261
Newport,2010,"Newport, United States",-71.29900634999998,41.4989764,Grass,513992
Stuttgart,2010,"Stuttgart, Germany",9.1772152,48.77920905000001,Clay,348837
Bastad,2010,"Bastad, Sweden",12.85985845,56.4277899,Clay,348837
Hamburg,2010,"Hamburg, Germany",10.02768365,53.56728285,Clay,875925
Atlanta,2010,"Atlanta, United States",-84.42060395,33.76771289999999,Hard,616791
Gstaad,2010,"Gstaad, Switzerland",7.286546450000001,46.4722248,Clay,348837
Los Angeles,2010,"Los Angeles, United States",-118.4117325,34.020478999999995,Hard,719589
Umag,2010,"Umag, Croatia",13.5322719,45.42973975,Clay,348837
Washington,2010,"Washington, United States",-120.88227695,47.27298575,Hard,1353804
ATP Masters 1000 Canada,2010,"Toronto, Canada",-79.37805804999998,43.7182412,Hard,2822602
ATP Masters 1000 Cincinnati,2010,"Cincinnati, United States",-84.54040144999998,39.13634005,Hard,2822602
New Haven,2010,New Haven,-72.92909590000001,41.2982884,Hard,770989
US Open,2010,New York,-73.979681,40.6974881,Hard,12205721
Metz,2010,Metz,6.1964060000000005,49.10485299999999,Hard,348837
Bucharest,2010,Bucharest,26.09463755,44.43782575,Clay,322735
Bangkok,2010,Bangkok,100.6331108,13.72459955,Hard,640022
Kuala Lumpur,2010,Kuala Lumpur,101.6869895,3.1385058999999997,Hard,987330
Tokyo,2010,Tokyo,145.02823855,28.16176585,Hard,1277721
Beijing,2010,"Beijing, China",116.46901809999999,40.25178685,Hard,2439286
ATP Masters 1000 Shanghai,2010,"Shanghai, China",121.55197655,31.2741548,Hard,3763469
Moscow,2010,"Moscow, Russia",37.3855235,55.58202595,Hard,1161565
Stockholm,2010,Stockholm,17.982052499999998,59.32614194999999,Hard,465116
St. Petersburg,2010,"St. Petersburg, Russia",30.0906897,59.94019755,Hard,770989
Vienna,2010,"Vienna, Austria",16.38005995,48.2206849,Hard,503876
Montpellier,2010,"Montpellier, France",3.8741614999999996,43.61002195,Hard,503876
Valencia,2010,"Valencia, Switzerland",-0.3615113,39.40778525,Hard,1188631
Basel,2010,"Basel, Switzerland",7.59445995,47.55459664999999,Hard,1073009
ATP Masters 1000 Paris,2010,"Paris, France",2.3470598999999996,48.85885895,Hard,1951124
Brisbane,2011,"Brisbane, Australia",152.99319645,-27.3821429,Hard,482661
Doha,2011,"Doha, Qatar",51.51199665,25.284009100000002,Hard,1170365
Sydney,2011,"Sydney, Australia",150.93197475,-33.84824395,Hard,482661
Auckland,2011,"Auckland, New Zealand",174.86546935,-36.86302305,Hard,455174
Australian Open,2011,"Melbourne, Australia",145.0531353,-37.9725665,Hard,12627317
Johannesburg,2011,"Johannesburg, South Africa",28.04002455,-26.1715215,Hard,505749
Zagreb,2011,"Zagreb, Croatia",15.96433155,45.84019595,Hard,326734
Santiago,2011,"Santiago, Chile",-70.62983129999999,-33.47278795,Clay,455174
Rotterdam,2011,"Rotterdam, Netherlands",4.490406299999999,51.92797225,Hard,943489
San Jose,2011,"San Jose, United States",-121.81741295,37.2968617,Hard,606898
Costa do Sauipe,2011,"Costa do Sauipe, Brazil",-41.982566,-13.4343992,Clay,537408
Marseille,2011,"Marseille, France",5.38049645,43.28039055,Hard,420673
Buenos Aires,2011,"Buenos Aires, Argentina",-58.43329845,-34.615823750000004,Clay,547351
Delray Beach,2011,"Delray Beach, United States",-80.09217389999998,26.45600785,Hard,505749
Acapulco,2011,"Acapulco, Mexico",-99.86230859999999,16.835460400000002,Clay,1257228
Dubai,2011,"Dubai, United Arab Emirates",55.22774679999999,25.0753483,Hard,1850983
ATP Masters 1000 Indian Wells,2011,"Indian Wells, United States",-116.33434945,33.70741405,Hard,4165997
ATP Masters 1000 Miami,2011,"Miami, United States",-80.22945845,25.7824075,Hard,4165997
Houston,2011,"Houston, United States",-95.40129145,29.81717795,Clay,505749
ATP Masters 1000 Monte Carlo,2011,"Monte Carlo, Monaco",7.42597045,43.741053,Clay,1827498
Barcelona,2011,"Barcelona, Spain",2.14876785,41.39479005,Clay,1271660
Munich,2011,"Munich, Germany",11.54183575,48.15491075,Clay,326734
Belgrade,2011,"Belgrade, Serbia",20.422597,44.81524535,Clay,299373
Estoril,2011,"Estoril, Portugal",-9.3897931,38.70971665,Clay,326734
ATP Masters 1000 Madrid,2011,"Madrid, Spain",-3.67953665,40.437954299999994,Clay,2325906
ATP Masters 1000 Rome,2011,"Rome, Italy",12.5359979,41.9100711,Clay,1827498
Nice,2011,"Nice, France",7.252817049999999,43.70319045,Clay,326734
World Team Championship,2011,"Dusseldorf, Germany",6.814350200000001,51.23845475,Clay,656340
Roland Garros,2011,"Paris, France",2.3470598999999996,48.85885895,Clay,6468235
London - Queen's Club,2011,"London, Great Britain",-0.10159865,51.52864165,Grass,498819
Halle,2011,"Halle, Germany",11.97237305,51.47288260000001,Grass,544557
Eastbourne,2011,"Eastbourne, Great Britain",0.28831695,50.7822508,Grass,337133
s-Hertogenbosch,2011,"s-Hertogenbosch, Netherlands",5.318178400000001,51.7148187,Grass,326734
Wimbledon,2011,"London, Great Britain",-0.10159865,51.52864165,Grass,4736750
Newport,2011,"Newport, United States",-71.29900634999998,41.4989764,Grass,505749
Stuttgart,2011,"Stuttgart, Germany",9.1772152,48.77920905000001,Clay,326734
Bastad,2011,"Bastad, Sweden",12.85985845,56.4277899,Clay,326734
Hamburg,2011,"Hamburg, Germany",10.02768365,53.56728285,Clay,820426
Atlanta,2011,"Atlanta, United States",-84.42060395,33.76771289999999,Hard,606898
Los Angeles,2011,"Los Angeles, United States",-118.4117325,34.020478999999995,Hard,708048
Gstaad,2011,"Gstaad, Switzerland",7.286546450000001,46.4722248,Clay,326734
Umag,2011,"Umag, Croatia",13.5322719,45.42973975,Clay,326734
Washington,2011,"Washington, United States",-120.88227695,47.27298575,Hard,1333119
ATP Masters 1000 Canada,2011,"Montreal, Canada",-73.73030250000001,45.55804205,Hard,2777332
ATP Masters 1000 Cincinnati,2011,"Cincinnati, United States",-84.54040144999998,39.13634005,Hard,2962487
Winston-Salem,2011,"Winston-Salem, United States",-80.2434579,36.104572,Hard,632186
US Open,2011,"New York, United States",-73.979681,40.6974881,Hard,12307122
Bucharest,2011,"Bucharest, Romania",26.09463755,44.43782575,Clay,304542
Metz,2011,"Metz, France",6.1964060000000005,49.10485299999999,Hard,326734
Kuala Lumpur,2011,"Kuala Lumpur, Malaysia",101.6869895,3.1385058999999997,Hard,971495
Bangkok,2011,"Bangkok, Thailand",100.6331108,13.72459955,Hard,670903
Beijing,2011,"Beijing, China",116.46901809999999,40.25178685,Hard,2400163
Tokyo,2011,"Tokyo, Japan",145.02823855,28.16176585,Hard,1388094
ATP Masters 1000 Shanghai,2011,"Shanghai, China",121.55197655,31.2741548,Hard,3703109
Moscow,2011,"Moscow, Russia",37.3855235,55.58202595,Hard,828628
Stockholm,2011,"Stockholm, Sweden",17.982052499999998,59.32614194999999,Hard,435646
St. Petersburg,2011,"St. Petersburg, Russia",30.0906897,59.94019755,Hard,758623
Vienna,2011,"Vienna, Austria",16.38005995,48.2206849,Hard,471950
Basel,2011,"Basel, Switzerland",7.59445995,47.55459664999999,Hard,1073199
Valencia,2011,"Valencia, Spain",-0.3615113,39.40778525,Hard,1113317
ATP Masters 1000 Paris,2011,"Paris, France",2.3470598999999996,48.85885895,Hard,1827498
ATP Finals,2011,"London, Great Britain",-0.10159865,51.52864165,Hard,5794679
Brisbane,2012,"Brisbane, Australia",152.99319645,-27.3821429,Hard,482191
Doha,2012,"Doha, Qatar",51.51199665,25.284009100000002,Hard,1137050
Auckland,2012,"Auckland, New Zealand",174.86546935,-36.86302305,Hard,442217
Sydney,2012,"Sydney, Australia",150.93197475,-33.84824395,Hard,482191
Australian Open,2012,"Melbourne, Australia",145.0531353,-37.9725665,Hard,12655656
Montpellier,2012,"Montpellier, France",3.8741614999999996,43.61002195,Hard,343897
Zagreb,2012,"Zagreb, Croatia",15.96433155,45.84019595,Hard,343897
San Jose,2012,"San Jose, United States",-121.81741295,37.2968617,Hard,589622
Sao Paulo,2012,"Sao Paulo, Brazil",-46.5952992,-23.682412399999997,Clay,527773
Rotterdam,2012,"Rotterdam, Netherlands",4.490406299999999,51.92797225,Hard,1042700
Buenos Aires,2012,"Buenos Aires, Argentina",-58.43329845,-34.615823750000004,Clay,537545
Marseille,2012,"Marseille, France",5.38049645,43.28039055,Hard,442770
Dubai,2012,"Dubai, United Arab Emirates",55.22774679999999,25.0753483,Hard,1888208
Acapulco,2012,"Acapulco, Mexico",-99.86230859999999,16.835460400000002,Clay,1282512
Delray Beach,2012,"Delray Beach, United States",-80.09217389999998,26.45600785,Hard,491352
ATP Masters 1000 Indian Wells,2012,"Indian Wells, United States",-116.33434945,33.70741405,Hard,5213294
ATP Masters 1000 Miami,2012,"Miami, United States",-80.22945845,25.7824075,Hard,4411675
Houston,2012,"Houston, United States",-95.40129145,29.81717795,Clay,491352
ATP Masters 1000 Monte Carlo,2012,"Monte Carlo, Monaco",7.42597045,43.741053,Clay,2096604
Bucharest,2012,"Bucharest, Romania",26.09463755,44.43782575,Clay,343897
Barcelona,2012,"Barcelona, Spain",2.14876785,41.39479005,Clay,1405378
Belgrade,2012,"Belgrade, Serbia",20.422597,44.81524535,Clay,316869
Munich,2012,"Munich, Germany",11.54183575,48.15491075,Clay,343897
Estoril,2012,"Estoril, Portugal",-9.3897931,38.70971665,Clay,343897
ATP Masters 1000 Madrid,2012,"Madrid, Spain",-3.67953665,40.437954299999994,Clay,2668406
ATP Masters 1000 Rome,2012,"Rome, Italy",12.5359979,41.9100711,Clay,2096604
Nice,2012,"Nice, France",7.252817049999999,43.70319045,Clay,343897
World Team Championship,2012,"Dusseldorf, Germany",6.814350200000001,51.23845475,Clay,690816
Roland Garros,2012,"Paris, France",2.3470598999999996,48.85885895,Clay,7328692
London - Queen's Club,2012,"London, Great Britain",-0.10159865,51.52864165,Grass,539959
Halle,2012,"Halle, Germany",11.97237305,51.47288260000001,Grass,573161
s-Hertogenbosch,2012,"s-Hertogenbosch, Netherlands",5.318178400000001,51.7148187,Grass,343897
Eastbourne,2012,"Eastbourne, Great Britain",0.28831695,50.7822508,Grass,348819
Wimbledon,2012,"London, Great Britain",-0.10159865,51.52864165,Grass,5087727
Stuttgart,2012,"Stuttgart, Germany",9.1772152,48.77920905000001,Clay,309507
Umag,2012,"Umag, Croatia",13.5322719,45.42973975,Clay,309507
Newport,2012,"Newport, United States",-71.29900634999998,41.4989764,Grass,442217
Hamburg,2012,"Hamburg, Germany",10.02768365,53.56728285,Clay,777168
Gstaad,2012,"Gstaad, Switzerland",7.286546450000001,46.4722248,Clay,309507
Atlanta,2012,"Atlanta, United States",-84.42060395,33.76771289999999,Hard,530660
Kitzbühel,2012,"Kitzbuhel, Austria",12.425144900000001,47.436415000000004,Clay,309507
Los Angeles,2012,"Los Angeles, United States",-118.4117325,34.020478999999995,Hard,619104
London Olympics,2012,"London, Great Britain",-0.10159865,51.52864165,Grass,0
Washington,2012,"Washington, United States",-120.88227695,47.27298575,Hard,1165654
ATP Masters 1000 Canada,2012,"Toronto, Canada",-79.37805804999998,43.7182412,Hard,2941117
ATP Masters 1000 Cincinnati,2012,"Cincinnati, United States",-84.54040144999998,39.13634005,Hard,3137191
Winston-Salem,2012,"Winston-Salem, United States",-80.2434579,36.104572,Hard,614190
US Open,2012,"New York, United States",-73.979681,40.6974881,Hard,13077182
Metz,2012,"Metz, France",6.1964060000000005,49.10485299999999,Hard,343897
St. Petersburg,2012,"St. Petersburg, Russia",30.0906897,59.94019755,Hard,456208
Bangkok,2012,"Bangkok, Thailand",100.6331108,13.72459955,Hard,611830
Kuala Lumpur,2012,"Kuala Lumpur, Malaysia",101.6869895,3.1385058999999997,Hard,943840
Beijing,2012,"Beijing, China",116.46901809999999,40.25178685,Hard,2448432
Tokyo,2012,"Tokyo, Japan",145.02823855,28.16176585,Hard,1421939
ATP Masters 1000 Shanghai,2012,"Shanghai, China",121.55197655,31.2741548,Hard,3921489
Stockholm,2012,"Stockholm, Sweden",17.982052499999998,59.32614194999999,Hard,420318
Vienna,2012,"Vienna, Austria",16.38005995,48.2206849,Hard,420318
Moscow,2012,"Moscow, Russia",37.3855235,55.58202595,Hard,747466
Valencia,2012,"Valencia, Spain",-0.3615113,39.40778525,Hard,1230386
Basel,2012,"Basel, Switzerland",7.59445995,47.55459664999999,Hard,1212641
ATP Masters 1000 Paris,2012,"Paris, France",2.3470598999999996,48.85885895,Hard,2096604
ATP Finals,2012,"London, Great Britain",-0.10159865,51.52864165,Hard,6107200
Brisbane,2012,"Brisbane, Australia",152.99319645,-27.3821429,Hard,484834
Doha,2012,"Doha, Qatar",51.51199665,25.284009100000002,Hard,1171161
Sydney,2013,"Sydney, Australia",150.93197475,-33.84824395,Hard,477246
Auckland,2013,"Auckland, New Zealand",174.86546935,-36.86302305,Hard,473715
Australian Open,2013,"Melbourne, Australia",145.0531353,-37.9725665,Hard,15581064
Zagreb,2013,"Zagreb, Croatia",15.96433155,45.84019595,Hard,337593
Montpellier,2013,"Montpellier, France",3.8741614999999996,43.61002195,Hard,337593
Rotterdam,2013,"Rotterdam, Netherlands",4.490406299999999,51.92797225,Hard,1043456
Sao Paulo,2013,"Sao Paulo, Brazil",-46.5952992,-23.682412399999997,Clay,498172
San Jose,2013,"San Jose, United States",-121.81741295,37.2968617,Hard,597806
Marseille,2013,"Marseille, France",5.38049645,43.28039055,Hard,434653
Buenos Aires,2013,"Buenos Aires, Argentina",-58.43329845,-34.615823750000004,Clay,539592
Dubai,2013,"Dubai, United Arab Emirates",55.22774679999999,25.0753483,Hard,1951589
Delray Beach,2013,"Delray Beach, United States",-80.09217389999998,26.45600785,Hard,498172
Acapulco,2013,"Acapulco, Mexico",-99.86230859999999,16.835460400000002,Clay,1325561
ATP Masters 1000 Indian Wells,2013,"Indian Wells, United States",-116.33434945,33.70741405,Hard,5674903
ATP Masters 1000 Miami,2013,"Miami, United States",-80.22945845,25.7824075,Hard,4733464
Houston,2013,"Houston, United States",-95.40129145,29.81717795,Clay,498172
ATP Masters 1000 Monte Carlo,2013,"Monte-Carlo, Monaco",7.42597045,43.741053,Clay,2178055
Barcelona,2013,"Barcelona, Spain",2.14876785,41.39479005,Clay,1406397
Bucharest,2013,"Bucharest, Romania",26.09463755,44.43782575,Clay,337593
Oeiras,2013,"Oeiras, Portugal",-9.27044385,38.71254305,Clay,337593
Munich,2013,"Munich, Germany",11.54183575,48.15491075,Clay,337593
ATP Masters 1000 Madrid,2013,"Madrid, Spain",-3.67953665,40.437954299999994,Clay,2772069
ATP Masters 1000 Rome,2013,"Rome, Italy",12.5359979,41.9100711,Clay,2178055
Nice,2013,"Nice, France",7.252817049999999,43.70319045,Clay,337593
Dusseldorf,2013,"Dusseldorf, Germany",6.814350200000001,51.23845475,Clay,337593
Roland Garros,2013,"Paris, France",2.3470598999999996,48.85885895,Clay,8315552
Halle,2013,"Halle, Germany",11.97237305,51.47288260000001,Grass,562654
London - Queen's Club,2013,"London, Great Britain",-0.10159865,51.52864165,Grass,562654
s-Hertogenbosch,2013,"s-Hertogenbosch, Netherlands",5.318178400000001,51.7148187,Grass,337593
Eastbourne,2013,"Eastbourne, Great Britain",0.28831695,50.7822508,Grass,385541
Wimbledon,2013,"London, Great Britain",-0.10159865,51.52864165,Grass,7366682
Bastad,2013,"Bastad, Sweden",12.85985845,56.4277899,Clay,356991
Newport,2013,"Newport, United States",-71.29900634999998,41.4989764,Grass,498172
Stuttgart,2013,"Stuttgart, Germany",9.1772152,48.77920905000001,Clay,337593
Bogota,2013,"Bogota, Colombia",-74.107807,4.64829755,Hard,697440
Hamburg,2013,"Hamburg, Germany",10.02768365,53.56728285,Clay,907353
Gstaad,2013,"Gstaad, Switzerland",7.286546450000001,46.4722248,Clay,337593
Umag,2013,"Umag, Croatia",13.5322719,45.42973975,Clay,337593
Atlanta,2013,"Atlanta, United States",-84.42060395,33.76771289999999,Hard,597806
Washington,2013,"Washington, United States",-120.88227695,47.27298575,Hard,1416326
ATP Masters 1000 Canada,2013,"Montreal, Canada",-73.73030250000001,45.55804205,Hard,3155645
ATP Masters 1000 Cincinnati,2013,"Cincinnati, United States",-84.54040144999998,39.13634005,Hard,3366018
Winston-Salem,2013,"Winston-Salem, United States",-80.2434579,36.104572,Hard,628760
US Open,2013,"New York, United States",-73.979681,40.6974881,Hard,17599825
St. Petersburg,2013,"St. Petersburg, Russia",30.0906897,59.94019755,Hard,498172
Metz,2013,"Metz, France",6.1964060000000005,49.10485299999999,Hard,337593
Bangkok,2013,"Bangkok, Thailand",100.6331108,13.72459955,Hard,620322
Kuala Lumpur,2013,"Kuala Lumpur, Malaysia",101.6869895,3.1385058999999997,Hard,956940
Beijing,2013,"Beijing, China",116.46901809999999,40.25178685,Hard,2530617
Tokyo,2013,"Tokyo, Japan",145.02823855,28.16176585,Hard,1417648
ATP Masters 1000 Shanghai,2013,"Shanghai, China",121.55197655,31.2741548,Hard,4207524
Vienna,2013,"Vienna, Austria",16.38005995,48.2206849,Hard,412613
Moscow,2013,"Moscow, Russia",37.3855235,55.58202595,Hard,816213
Stockholm,2013,"Stockholm, Sweden",17.982052499999998,59.32614194999999,Hard,436324
Basel,2013,"Basel, Switzerland",7.59445995,47.55459664999999,Hard,1189916
Valencia,2013,"Valencia, Spain",-0.3615113,39.40778525,Hard,1231280
ATP Masters 1000 Paris,2013,"Paris, France",2.3470598999999996,48.85885895,Hard,2178055
ATP Finals,2013,"London, Great Britain",-0.10159865,51.52864165,Hard,6558126
Brisbane,2013,"Brisbane, Australia",152.99319645,-27.3821429,Hard,494778
Doha,2013,"Doha, Qatar",51.51199665,25.284009100000002,Hard,1198946
Auckland,2014,"Auckland, New Zealand",174.86546935,-36.86302305,Hard,489794
Sydney,2014,"Sydney, Australia",150.93197475,-33.84824395,Hard,487082
Australian Open,2014,"Melbourne, Australia",145.0531353,-37.9725665,Hard,17844970
Zagreb,2014,"Zagreb, Croatia",15.96433155,45.84019595,Hard,345217
Montpellier,2014,"Montpellier, France",3.8741614999999996,43.61002195,Hard,345217
Memphis,2014,"Memphis, United States",-89.97078694999998,35.129186000000004,Hard,612046
Buenos Aires,2014,"Buenos Aires, Argentina",-58.43329845,-34.615823750000004,Clay,526055
Rotterdam,2014,"Rotterdam, Netherlands",4.490406299999999,51.92797225,Hard,1108069
Rio de Janeiro,2014,"Rio de Janeiro, Brazil",-43.44598205,-22.91413075,Clay,1409339
Delray Beach,2014,"Delray Beach, United States",-80.09217389999998,26.45600785,Hard,510039
Marseille,2014,"Marseille, France",5.38049645,43.28039055,Hard,444472
Sao Paulo,2014,"Sao Paulo, Brazil",-46.5952992,-23.682412399999997,Clay,510039
Acapulco,2014,"Acapulco, Mexico",-99.86230859999999,16.835460400000002,Hard,1409339
Dubai,2014,"Dubai, United Arab Emirates",55.22774679999999,25.0753483,Hard,2074932
ATP Masters 1000 Indian Wells,2014,"Indian Wells, United States",-116.33434945,33.70741405,Hard,5638361
ATP Masters 1000 Miami,2014,"Miami, United States",-80.22945845,25.7824075,Hard,5079223
Houston,2014,"Houston, United States",-95.40129145,29.81717795,Clay,510039
ATP Masters 1000 Monte Carlo,2014,"Monte Carlo, Monaco",7.42597045,43.741053,Clay,2334337
Barcelona,2014,"Barcelona, Spain",2.14876785,41.39479005,Clay,1493484
Bucharest,2014,"Bucharest, Romania",26.09463755,44.43782575,Clay,345217
Oeiras,2014,"Oeiras, Portugal",-9.27044385,38.71254305,Clay,345217
Munich,2014,"Munich, Germany",11.54183575,48.15491075,Clay,345217
ATP Masters 1000 Madrid,2014,"Madrid, Spain",-3.67953665,40.437954299999994,Clay,2970975
ATP Masters 1000 Rome,2014,"Rome, Italy",12.5359979,41.9100711,Clay,2334337
Nice,2014,"Nice, France",7.252817049999999,43.70319045,Clay,345217
Dusseldorf,2014,"Dusseldorf, Germany",6.814350200000001,51.23845475,Clay,345217
Roland Garros,2014,"Paris, France",2.3470598999999996,48.85885895,Clay,9348110
Halle,2014,"Halle, Germany",11.97237305,51.47288260000001,Grass,575364
London - Queen's Club,2014,"London, Great Britain",-0.10159865,51.52864165,Grass,575364
s-Hertogenbosch,2014,"s-Hertogenbosch, Netherlands",5.318178400000001,51.7148187,Grass,345217
Eastbourne,2014,"Eastbourne, Great Britain",0.28831695,50.7822508,Grass,407187
Wimbledon,2014,"London, Great Britain",-0.10159865,51.52864165,Grass,7639741
Newport,2014,"Newport, United States",-71.29900634999998,41.4989764,Grass,510039
Bastad,2014,"Bastad, Sweden",12.85985845,56.4277899,Clay,345217
Stuttgart,2014,"Stuttgart, Germany",9.1772152,48.77920905000001,Clay,345217
Bogota,2014,"Bogota, Colombia",-74.107807,4.64829755,Hard,714058
Hamburg,2014,"Hamburg, Germany",10.02768365,53.56728285,Clay,963538
Gstaad,2014,"Gstaad, Switzerland",7.286546450000001,46.4722248,Clay,345217
Umag,2014,"Umag, Croatia",13.5322719,45.42973975,Clay,345217
Atlanta,2014,"Atlanta, United States",-84.42060395,33.76771289999999,Hard,612046
Kitzbühel,2014,"Kitzbuhel, Austria",12.425144900000001,47.436415000000004,Clay,345217
Washington,2014,"Washington, United States",-120.88227695,47.27298575,Hard,1506105
ATP Masters 1000 Canada,2014,"Toronto, Canada",-79.37805804999998,43.7182412,Hard,3386149
ATP Masters 1000 Cincinnati,2014,"Cincinnati, United States",-84.54040144999998,39.13634005,Hard,3611892
Winston-Salem,2014,"Winston-Salem, United States",-80.2434579,36.104572,Hard,643740
US Open,2014,"New York City, United States",-73.979681,40.6974881,Hard,19208966
Metz,2014,"Metz, France",6.1964060000000005,49.10485299999999,Hard,345217
Kuala Lumpur,2014,"Kuala Lumpur, Malaysia",101.6869895,3.1385058999999997,Hard,979738
Shenzhen,2014,"Shenzhen, China",114.18996005,22.6290462,Hard,635099
Tokyo,2014,"Tokyo, Japan",145.02823855,28.16176585,Hard,1322240
Beijing,2014,"Beijing, China",116.46901809999999,40.25178685,Hard,2690556
ATP Masters 1000 Shanghai,2014,"Shanghai, China",121.55197655,31.2741548,Hard,4514867
Vienna,2014,"Vienna, Austria",16.38005995,48.2206849,Hard,421931
Moscow,2014,"Moscow, Russia",37.3855235,55.58202595,Hard,835659
Stockholm,2014,"Stockholm, Sweden",17.982052499999998,59.32614194999999,Hard,421931
Basel,2014,"Basel, Switzerland",7.59445995,47.55459664999999,Hard,1180336
Valencia,2014,"Valencia, Spain",-0.3615113,39.40778525,Hard,1307522
ATP Masters 1000 Paris,2014,"Paris, France",2.3470598999999996,48.85885895,Hard,2334337
ATP Finals,2014,"London, Great Britain",-0.10159865,51.52864165,Hard,6994130
Brisbane,2015,"Brisbane, Australia",152.99319645,-27.3821429,Hard,473234
Doha,2015,"Doha, Qatar",51.51199665,25.284009100000002,Hard,1216799
Sydney,2015,"Sydney, Australia",150.93197475,-33.84824395,Hard,473234
Auckland,2015,"Auckland, New Zealand",174.86546935,-36.86302305,Hard,500251
Australian Open,2015,"Melbourne, Australia",145.0531353,-37.9725665,Hard,25412192
Quito,2015,"Quito, Ecuador",-78.4305382,-0.18659435,Clay,473234
Montpellier,2015,"Montpellier, France",3.8741614999999996,43.61002195,Hard,426491
Zagreb,2015,"Zagreb, Croatia",15.96433155,45.84019595,Hard,426491
Sao Paulo,2015,"Sao Paulo, Brazil",-46.5952992,-23.682412399999997,Clay,478883
Memphis,2015,"Memphis, United States",-89.97078694999998,35.129186000000004,Hard,630976
Rotterdam,2015,"Rotterdam, Netherlands",4.490406299999999,51.92797225,Hard,1435387
Rio de Janeiro,2015,"Rio de Janeiro, Brazil",-43.44598205,-22.91413075,Clay,1523455
Delray Beach,2015,"Delray Beach, United States",-80.09217389999998,26.45600785,Hard,525813
Marseille,2015,"Marseille, France",5.38049645,43.28039055,Hard,549108
Dubai,2015,"Dubai, United Arab Emirates",55.22774679999999,25.0753483,Hard,2242943
Acapulco,2015,"Acapulco, Mexico",-99.86230859999999,16.835460400000002,Hard,1523455
Buenos Aires,2015,"Buenos Aires, Argentina",-58.43329845,-34.615823750000004,Clay,539087
ATP Masters 1000 Indian Wells,2015,"Indian Wells, United States",-116.33434945,33.70741405,Hard,5795532
ATP Masters 1000 Miami,2015,"Miami, United States",-80.22945845,25.7824075,Hard,5795532
Houston,2015,"Houston, United States",-95.40129145,29.81717795,Clay,525813
ATP Masters 1000 Monte Carlo,2015,"Monte-Carlo, Monaco",7.42597045,43.741053,Clay,3191881
Bucharest,2015,"Bucharest, Romania",26.09463755,44.43782575,Clay,426491
